Survey Taker: Survey Response,Survey Taker: Created Date,Response,Question Type,Survey Taker: ID,Survey Question: Choices,Survey Question: Survey,Survey Question: Question Title,Survey Score
7252,30/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000gmg9,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7253,30/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000gmjN,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7255,30/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000gnSX,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7259,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000gz8j,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7262,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000gzYX,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7268,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h0G5,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7270,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h0Pl,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7272,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h0hV,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7274,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h1nF,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7275,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h1th,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7281,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h4A1,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7283,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h4Rl,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7284,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h4ht,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7286,31/07/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000h4Rm,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7295,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hDDJ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7296,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hDEv,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7297,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hEFp,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7298,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hFIL,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7299,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hFNB,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7300,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hFOn,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7306,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hG7x,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7313,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hHTp,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7316,01/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hKLF,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7326,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hOlU,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7327,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hQ0r,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7330,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hQC9,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7333,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hQNR,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7337,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hQVV,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7338,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hPG8,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7339,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hQdZ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7349,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hR9p,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7355,02/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hS2f,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7357,03/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hVQL,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7359,03/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hVmv,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7365,03/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hWSr,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7366,03/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hWUT,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7368,03/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hWav,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7374,03/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hXiH,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7379,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hfHd,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7382,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hhT7,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7384,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hhjF,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7389,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hkve,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,1
7392,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hmEH,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7393,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hmz3,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7394,04/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000hnIP,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7402,05/08/2025,1 - <Not Satisfied,Single Select--Vertical,a0eTm000000huIH,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,1
7094,24/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000edDx,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7097,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000eqnt,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7098,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000eqpV,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7100,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000eqvx,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7112,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000etAf,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7115,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000eu9x,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7116,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000eucz,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7118,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000eurV,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7121,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000evsP,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7126,25/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000ewi1,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7131,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f1cr,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7134,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f1jJ,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7136,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f1mX,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7138,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f2Aj,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7143,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f2fN,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7146,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f2yj,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7147,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f31x,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7148,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f33Z,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7151,26/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f3TN,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7170,27/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f8Mb,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7173,27/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f92X,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7174,27/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f9Dp,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7179,27/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000f9ov,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7181,27/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fAEj,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7192,28/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fLZx,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7206,28/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fNQT,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7209,28/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fOO9,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7210,28/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fORN,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7213,28/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fPfB,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7221,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fcVx,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7232,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fhCH,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7234,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fhSP,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7235,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fhU1,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7236,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fhVd,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7237,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fhXF,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7239,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fiBZ,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7240,29/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000fiAr,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7245,30/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000gWS5,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7247,30/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000ge97,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7262,31/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000gzYX,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7275,31/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000h1th,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7286,31/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000h4Rm,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7287,31/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000h4rZ,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7288,31/07/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000h4wP,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7291,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hCCP,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7292,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000h9Rp,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7298,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hFIL,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7299,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hFNB,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7300,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hFOn,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7306,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hG7x,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7308,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hGfp,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7313,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hHTp,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7317,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hKrV,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7318,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hKuj,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7321,01/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hLZ3,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7328,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hQ2T,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7331,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hQKD,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7334,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hQP3,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7335,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hQSH,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7347,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hR09,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7349,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hR9p,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7351,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hRg5,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7353,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hRrN,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7355,02/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hS2f,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7359,03/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hVmv,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7360,03/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hVoX,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7369,03/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hWpR,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7384,04/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hhjF,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7387,04/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hjmf,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7391,04/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hlzl,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,10
7392,04/08/2025,10 - Very Likely >,Single Select--Vertical,a0eTm000000hmEH,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,10
7092,24/07/2025,2,Single Select--Vertical,a0eTm000000dtsf,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,2
